Time, X, Y, Z
162.25,0.043565,1.229117,0.411321
162.258333,0.04286,1.229716,0.412016
162.266667,0.042436,1.230179,0.412421
162.275,0.042108,1.230629,0.412675
162.283333,0.041833,1.231064,0.412856
162.291667,0.041612,1.231463,0.412981
162.3,0.041289,1.231938,0.413024
162.308333,0.04084,1.232522,0.412959
162.316667,0.040308,1.233172,0.412777
162.325,0.039719,1.234023,0.412445
162.333333,0.039141,1.235028,0.412099
162.341667,0.038509,1.236107,0.411598
162.35,0.037839,1.237302,0.411012
162.358333,0.037264,1.23846,0.410525
162.366667,0.036816,1.239652,0.409996
162.375,0.036393,1.240761,0.409443
162.383333,0.036126,1.241812,0.408853
162.391667,0.036,1.24278,0.40824
162.4,0.036071,1.243588,0.407713
162.408333,0.036296,1.244242,0.407098
162.416667,0.036593,1.244785,0.406404
162.425,0.036975,1.245159,0.405745
162.433333,0.03758,1.245395,0.405017
162.441667,0.03826,1.245523,0.404204
162.45,0.038974,1.245535,0.403456
162.458333,0.039711,1.24551,0.402564
162.466667,0.040485,1.245421,0.40179
162.475,0.041269,1.245259,0.400915
162.483333,0.0419,1.245102,0.400142
162.491667,0.042553,1.244847,0.399335
162.5,0.043067,1.244604,0.398533
162.508333,0.043553,1.244262,0.397822
162.516667,0.044059,1.243886,0.397033
162.525,0.044477,1.243421,0.396308
162.533333,0.044891,1.242877,0.395654
162.541667,0.04535,1.242334,0.394924
162.55,0.04586,1.241703,0.394262
162.558333,0.046328,1.240982,0.393789
162.566667,0.046852,1.240224,0.393235
162.575,0.047351,1.239392,0.39274
162.583333,0.047853,1.238478,0.392391
162.591667,0.048373,1.237463,0.392112
162.6,0.048894,1.236359,0.3919
162.608333,0.049429,1.235269,0.39179
162.616667,0.049941,1.233983,0.391794
162.625,0.050451,1.232786,0.391912
162.633333,0.051012,1.23142,0.392086
162.641667,0.051607,1.23015,0.392427
162.65,0.052267,1.228826,0.392917
162.658333,0.052908,1.227627,0.393472
162.666667,0.053577,1.226512,0.394133
162.675,0.054287,1.225492,0.395021
162.683333,0.055027,1.224527,0.396045
162.691667,0.055927,1.223667,0.397261
162.7,0.056955,1.22274,0.398705
162.708333,0.058093,1.221909,0.400257
162.716667,0.059529,1.220967,0.402091
162.725,0.061161,1.220033,0.403916
162.733333,0.063055,1.219121,0.405908
162.741667,0.065077,1.218413,0.40773
162.75,0.067195,1.217918,0.409477
162.758333,0.069209,1.217693,0.410999
162.766667,0.071123,1.21788,0.412284
162.775,0.072837,1.218356,0.413302
162.783333,0.074191,1.219047,0.413995
162.791667,0.075341,1.21984,0.414507
162.8,0.076125,1.220624,0.414812
162.808333,0.07669,1.22139,0.414886
162.816667,0.077204,1.221985,0.414863
162.825,0.077667,1.222447,0.414704
162.833333,0.078091,1.22284,0.41446
162.841667,0.078575,1.22321,0.41417
162.85,0.079135,1.223593,0.413738
162.858333,0.080029,1.224008,0.413213
162.866667,0.080968,1.2245,0.412685
162.875,0.08211,1.225143,0.412053
162.883333,0.083256,1.225872,0.411443
162.891667,0.084488,1.226685,0.410839
162.9,0.085693,1.227586,0.410274
162.908333,0.086818,1.228533,0.409717
162.916667,0.087764,1.229457,0.409144
162.925,0.088657,1.230379,0.408427
162.933333,0.08923,1.231217,0.40772
162.941667,0.089732,1.231952,0.406852
162.95,0.090026,1.232484,0.405974
162.958333,0.090143,1.232894,0.405098
162.966667,0.090189,1.233222,0.404119
162.975,0.090182,1.233367,0.403141
162.983333,0.090043,1.233425,0.402035
162.991667,0.089897,1.233351,0.400978
163.0,0.08975,1.233182,0.399809
163.008333,0.089587,1.232926,0.398575
163.016667,0.089459,1.232622,0.397364
163.025,0.089339,1.232282,0.396202
163.033333,0.089226,1.231888,0.394995
163.041667,0.089186,1.231512,0.393849
163.05,0.089124,1.231126,0.392848
163.058333,0.089,1.230776,0.391789
163.066667,0.088893,1.23033,0.39078
163.075,0.088849,1.229862,0.389791
163.083333,0.088734,1.229356,0.388843
163.091667,0.088539,1.22875,0.387916
163.1,0.088351,1.228072,0.387016
163.108333,0.088154,1.227366,0.386124
163.116667,0.087917,1.226597,0.385278
163.125,0.087639,1.225805,0.384464
163.133333,0.087317,1.22501,0.383831
163.141667,0.087031,1.224169,0.383209
163.15,0.086673,1.223404,0.382698
163.158333,0.086279,1.222716,0.382307
163.166667,0.085814,1.222062,0.382029
163.175,0.085321,1.221472,0.381865
163.183333,0.084654,1.220949,0.381822
163.191667,0.083936,1.220485,0.38183
163.2,0.083113,1.220035,0.381955
163.208333,0.082187,1.219714,0.382235
163.216667,0.08109,1.219425,0.382654
163.225,0.080016,1.219175,0.383241
163.233333,0.078707,1.219086,0.38401
163.241667,0.077256,1.219079,0.385035
163.25,0.07569,1.219211,0.386203
163.258333,0.074035,1.219407,0.387567
163.266667,0.072235,1.219755,0.389053
163.275,0.070343,1.220113,0.39061
163.283333,0.068368,1.220536,0.392121
163.291667,0.06641,1.220989,0.393613
163.3,0.064527,1.221529,0.394941
163.308333,0.0628,1.222095,0.396204
163.316667,0.061174,1.222701,0.39733
163.325,0.059739,1.223402,0.3984
163.333333,0.058507,1.224185,0.399408
163.341667,0.05738,1.225028,0.400326
163.35,0.056401,1.225866,0.40117
163.358333,0.055519,1.226698,0.40181
163.366667,0.054813,1.227421,0.402303
163.375,0.054109,1.22813,0.402666
163.383333,0.053542,1.228809,0.402816
163.391667,0.053003,1.229399,0.402792
163.4,0.052494,1.229947,0.402633
163.408333,0.052003,1.230449,0.402416
163.416667,0.051468,1.23094,0.402146
163.425,0.050839,1.231467,0.40177
163.433333,0.050216,1.23212,0.401281
163.441667,0.049726,1.232909,0.400681
163.45,0.049281,1.233822,0.399999
163.458333,0.04893,1.234798,0.399241
163.466667,0.048671,1.235923,0.398463
163.475,0.048571,1.237069,0.397689
163.483333,0.04856,1.23819,0.396894
163.491667,0.048667,1.239381,0.3961
163.5,0.048915,1.240497,0.395273
163.508333,0.049244,1.241492,0.39454
163.516667,0.049637,1.242448,0.393726
163.525,0.050172,1.243198,0.392868
163.533333,0.05074,1.243816,0.392031
163.541667,0.051377,1.244267,0.391117
163.55,0.052022,1.244553,0.390131
163.558333,0.052683,1.244712,0.389126
163.566667,0.053391,1.244694,0.388077
163.575,0.054081,1.244547,0.387033
163.583333,0.05471,1.244308,0.385985
163.591667,0.05533,1.243961,0.384945
163.6,0.055909,1.243626,0.383923
163.608333,0.056453,1.24315,0.382981
163.616667,0.056964,1.242619,0.382042
163.625,0.057428,1.242079,0.381166
163.633333,0.057875,1.241438,0.380329
163.641667,0.058295,1.24071,0.379398
163.65,0.058656,1.239969,0.378629
163.658333,0.059129,1.239119,0.377815
163.666667,0.059521,1.238187,0.377008
163.675,0.059893,1.237174,0.376338
163.683333,0.060341,1.23606,0.375698
163.691667,0.060782,1.234932,0.375063
163.7,0.061185,1.233669,0.374565
163.708333,0.061565,1.232425,0.374174
163.716667,0.061919,1.231112,0.373829
163.725,0.062296,1.229757,0.373538
163.733333,0.062703,1.228415,0.373341
163.741667,0.063034,1.227056,0.373288
163.75,0.063469,1.225708,0.373323
163.758333,0.063907,1.224346,0.373532
163.766667,0.064398,1.223051,0.373798
163.775,0.064916,1.221781,0.374225
163.783333,0.065571,1.220615,0.374742
163.791667,0.066297,1.219582,0.375408
163.8,0.067127,1.21864,0.376195
163.808333,0.067992,1.217852,0.377185
163.816667,0.069025,1.21718,0.378425
163.825,0.070166,1.216669,0.379735
163.833333,0.0715,1.21618,0.381456
163.841667,0.072956,1.215824,0.383177
163.85,0.074614,1.215539,0.385079
163.858333,0.076305,1.215415,0.387011
163.866667,0.078061,1.215547,0.389074
163.875,0.079706,1.216023,0.391004
163.883333,0.081238,1.216821,0.392841
163.891667,0.082716,1.217799,0.394507
163.9,0.083979,1.21888,0.395994
163.908333,0.085245,1.219998,0.397285
163.916667,0.086271,1.221079,0.398473
163.925,0.087253,1.22204,0.399471
163.933333,0.088135,1.222918,0.400329
163.941667,0.088977,1.223656,0.400961
163.95,0.089716,1.224224,0.401462
163.958333,0.090515,1.224704,0.401926
163.966667,0.09119,1.225069,0.40229
163.975,0.091929,1.225397,0.402514
163.983333,0.092673,1.225653,0.402641
163.991667,0.093503,1.225934,0.40272
164.0,0.094351,1.226286,0.402678
164.008333,0.095307,1.226688,0.402558
164.016667,0.096419,1.227222,0.402278
164.025,0.097505,1.227836,0.402068
164.033333,0.098695,1.228525,0.401866
164.041667,0.099788,1.229287,0.401651
164.05,0.100861,1.230059,0.401513
164.058333,0.101886,1.230881,0.401327
164.066667,0.102789,1.231619,0.401143
164.075,0.103648,1.232281,0.400909
164.083333,0.104365,1.232906,0.400542
164.091667,0.104914,1.233331,0.400145
164.1,0.105422,1.233643,0.399563
164.108333,0.10581,1.233815,0.398845
164.116667,0.10599,1.233929,0.398007
164.125,0.106062,1.233968,0.397125
164.133333,0.106075,1.233918,0.396183
164.141667,0.105952,1.233872,0.395112
164.15,0.105722,1.233748,0.394114
164.158333,0.105297,1.233652,0.39302
164.166667,0.104827,1.233531,0.392012
164.175,0.104299,1.233378,0.391061
164.183333,0.103755,1.233265,0.390116
164.191667,0.103234,1.23314,0.389252
164.2,0.102625,1.232953,0.388411
164.208333,0.102041,1.232735,0.387615
164.216667,0.101419,1.2325,0.38685
164.225,0.100733,1.232163,0.386071
164.233333,0.100071,1.231772,0.385376
164.241667,0.099322,1.231333,0.384712
164.25,0.098578,1.230882,0.384084
164.258333,0.097845,1.230389,0.38354
164.266667,0.097016,1.229861,0.383038
164.275,0.096159,1.22936,0.382623
164.283333,0.095295,1.228878,0.382237
164.291667,0.094274,1.228388,0.381975
164.3,0.093154,1.227901,0.381756
164.308333,0.092062,1.227463,0.381606
164.316667,0.090697,1.226995,0.381523
164.325,0.089289,1.22657,0.381528
164.333333,0.087804,1.226158,0.381748
164.341667,0.086193,1.225755,0.382097
164.35,0.084447,1.225377,0.382669
164.358333,0.082635,1.225011,0.383496
164.366667,0.080741,1.224744,0.384473
164.375,0.078781,1.224569,0.385661
164.383333,0.07673,1.224414,0.387099
164.391667,0.07456,1.22428,0.388609
164.4,0.072329,1.224198,0.390225
164.408333,0.07002,1.224185,0.391782
164.416667,0.067695,1.224227,0.393331
164.425,0.065388,1.224302,0.394694
164.433333,0.063194,1.224427,0.395972
164.441667,0.061066,1.224684,0.397059
164.45,0.059219,1.225031,0.398126
164.458333,0.057499,1.225536,0.399096
164.466667,0.056001,1.226185,0.399847
164.475,0.05469,1.226873,0.400617
164.483333,0.053577,1.227599,0.401197
164.491667,0.052655,1.228271,0.401734
164.5,0.051928,1.228964,0.401997
164.508333,0.05134,1.229642,0.402127
164.516667,0.050845,1.230289,0.402074
164.525,0.0504,1.230869,0.40191
164.533333,0.04998,1.231392,0.401679
164.541667,0.049545,1.231928,0.40143
164.55,0.049087,1.232571,0.401158
164.558333,0.048581,1.233413,0.400793
164.566667,0.048157,1.234339,0.400276
164.575,0.04782,1.235472,0.399682
164.583333,0.047635,1.236666,0.39915
164.591667,0.047512,1.237955,0.398498
164.6,0.047518,1.239309,0.397846
164.608333,0.047653,1.240577,0.397285
164.616667,0.047825,1.241878,0.396807
164.625,0.048202,1.243067,0.396287
164.633333,0.048722,1.244153,0.395688
164.641667,0.049301,1.245096,0.395134
164.65,0.049881,1.245816,0.394535
164.658333,0.050611,1.246398,0.393795
164.666667,0.051329,1.246734,0.3931
164.675,0.052075,1.2469,0.392298
164.683333,0.052804,1.246858,0.391493
164.691667,0.053445,1.246665,0.390666
164.7,0.054114,1.246313,0.389799
164.708333,0.054619,1.245892,0.389008
164.716667,0.055118,1.245388,0.388062
164.725,0.055479,1.244768,0.387263
164.733333,0.055765,1.244084,0.386451
164.741667,0.056045,1.2433,0.385653
164.75,0.056253,1.242423,0.384874
164.758333,0.056389,1.241534,0.384116
164.766667,0.056604,1.240575,0.383341
164.775,0.056871,1.239558,0.382665
164.783333,0.057103,1.238532,0.382042
164.791667,0.057408,1.237466,0.381461
164.8,0.0578,1.236376,0.381022
164.808333,0.058201,1.235204,0.38068
164.816667,0.058684,1.23402,0.380447
164.825,0.05916,1.232719,0.3804
164.833333,0.059619,1.231497,0.380409
164.841667,0.060143,1.230147,0.380613
164.85,0.060694,1.228822,0.380871
164.858333,0.06127,1.22744,0.381213
164.866667,0.061889,1.226062,0.381667
164.875,0.062628,1.224635,0.382246
164.883333,0.063382,1.223267,0.382901
164.891667,0.064276,1.221953,0.383755
164.9,0.065125,1.220727,0.384647
164.908333,0.066084,1.21964,0.385621
164.916667,0.067119,1.218617,0.386734
164.925,0.068193,1.217737,0.388016
164.933333,0.06942,1.216947,0.389357
164.941667,0.070715,1.216167,0.390896
164.95,0.07224,1.215425,0.392548
164.958333,0.073829,1.214763,0.394322
164.966667,0.075513,1.214355,0.396056
164.975,0.077172,1.214163,0.397837
164.983333,0.078725,1.214351,0.399469
164.991667,0.080227,1.214801,0.400905
165.0,0.081616,1.215419,0.402193
165.008333,0.082904,1.216215,0.403356
165.016667,0.083937,1.217116,0.404133
165.025,0.084845,1.217957,0.40487
165.033333,0.085561,1.218727,0.405363
165.041667,0.086153,1.219425,0.405667
165.05,0.086665,1.22002,0.405846
165.058333,0.08711,1.220512,0.405918
165.066667,0.087531,1.221002,0.405872
165.075,0.087918,1.22149,0.405764
165.083333,0.088328,1.221974,0.405612
165.091667,0.088912,1.222543,0.405308
165.1,0.089509,1.223103,0.404978
165.108333,0.09032,1.223763,0.404504
165.116667,0.091247,1.224518,0.403954
165.125,0.092172,1.225312,0.403442
165.133333,0.093203,1.226216,0.402844
165.141667,0.094069,1.227152,0.40224
165.15,0.094923,1.228088,0.401549
165.158333,0.095688,1.228933,0.400808
165.166667,0.096305,1.229717,0.400094
165.175,0.096776,1.230423,0.399197
165.183333,0.097041,1.231016,0.398344
165.191667,0.097194,1.231478,0.397448
165.2,0.097321,1.231838,0.396534
165.208333,0.09729,1.232042,0.395644
165.216667,0.097141,1.232177,0.394614
165.225,0.096985,1.232186,0.393676
165.233333,0.096868,1.232107,0.392685
165.241667,0.096733,1.231977,0.391714
165.25,0.096578,1.231782,0.39075
165.258333,0.096426,1.231576,0.389863
165.266667,0.096263,1.231342,0.389
165.275,0.096179,1.231122,0.388159
165.283333,0.096131,1.230891,0.387348
165.291667,0.096065,1.230677,0.386597
165.3,0.095996,1.230401,0.385931
165.308333,0.095888,1.230072,0.385261
165.316667,0.09576,1.229728,0.384621
165.325,0.095588,1.229369,0.383897
165.333333,0.095386,1.228943,0.383256
165.341667,0.095108,1.228438,0.382622
165.35,0.094865,1.227867,0.382019
165.358333,0.094504,1.227241,0.381361
165.366667,0.094135,1.226577,0.380799
165.375,0.09377,1.225875,0.380255
165.383333,0.093385,1.225139,0.379842
165.391667,0.092947,1.224357,0.379452
165.4,0.092476,1.223634,0.379143
165.408333,0.091924,1.222862,0.379006
165.416667,0.091241,1.222132,0.378968
165.425,0.090494,1.221445,0.378977
165.433333,0.089682,1.220837,0.379138
165.441667,0.088653,1.220242,0.379429
165.45,0.08768,1.219717,0.379849
165.458333,0.08644,1.219306,0.380516
165.466667,0.08523,1.218983,0.381329
165.475,0.083693,1.218801,0.382384
165.483333,0.082098,1.218743,0.383657
165.491667,0.080354,1.218774,0.385063
165.5,0.078498,1.218989,0.386477
165.508333,0.076571,1.21923,0.387888
165.516667,0.074575,1.219653,0.389263
165.525,0.072591,1.220188,0.390587
165.533333,0.070649,1.220914,0.391807
165.541667,0.06879,1.221805,0.392941
165.55,0.067135,1.222795,0.394022
165.558333,0.065533,1.223931,0.395094
165.566667,0.064043,1.22506,0.39608
165.575,0.062617,1.226192,0.396945
165.583333,0.061332,1.227218,0.397767
165.591667,0.060089,1.228158,0.398416
165.6,0.059024,1.229007,0.398882
165.608333,0.058014,1.229688,0.399283
165.616667,0.057048,1.230314,0.39952
165.625,0.056098,1.230849,0.399579
165.633333,0.055088,1.231317,0.399634
165.641667,0.054167,1.231703,0.399612
165.65,0.053231,1.232104,0.399484
165.658333,0.052358,1.232534,0.399223
165.666667,0.051597,1.233057,0.398868
165.675,0.050889,1.233754,0.398452
165.683333,0.050251,1.234607,0.397897
165.691667,0.049741,1.235563,0.397332
165.7,0.049375,1.236635,0.396782
165.708333,0.04898,1.237776,0.396119
165.716667,0.048703,1.238931,0.395398
165.725,0.048516,1.240054,0.394733
165.733333,0.048345,1.241075,0.393992
165.741667,0.048263,1.24202,0.393143
165.75,0.048205,1.242852,0.392318
165.758333,0.048302,1.243511,0.391332
165.766667,0.048431,1.243998,0.39035
165.775,0.048556,1.244302,0.389344
165.783333,0.048839,1.244479,0.388151
165.791667,0.049079,1.244481,0.38705
165.8,0.049385,1.2444,0.385921
165.808333,0.049734,1.244209,0.384781
165.816667,0.05005,1.243913,0.383614
165.825,0.050303,1.24362,0.382517
165.833333,0.050566,1.243294,0.38141
165.841667,0.050749,1.242907,0.380518
165.85,0.050942,1.242522,0.379481
165.858333,0.051129,1.242079,0.378503
165.866667,0.051222,1.241608,0.377581
165.875,0.051378,1.241076,0.376637
165.883333,0.051583,1.240421,0.375779
165.891667,0.051837,1.239787,0.374959
165.9,0.052118,1.239076,0.374155
165.908333,0.052466,1.238304,0.373452
165.916667,0.052874,1.237566,0.3728
165.925,0.053311,1.236805,0.372292
165.933333,0.053823,1.235986,0.371981
165.941667,0.054342,1.2352,0.371737
165.95,0.05489,1.234393,0.371709
165.958333,0.055398,1.233515,0.371808
165.966667,0.055985,1.232599,0.372063
165.975,0.056638,1.231765,0.372436
165.983333,0.057372,1.23089,0.372906
165.991667,0.058145,1.229968,0.373488
166.0,0.059004,1.229083,0.374208
166.008333,0.059802,1.228235,0.375103
166.016667,0.060678,1.227446,0.376082
166.025,0.061526,1.22672,0.377129
166.033333,0.06241,1.226019,0.378381
166.041667,0.063303,1.225401,0.379651
166.05,0.064293,1.224806,0.381124
166.058333,0.065331,1.224249,0.382733
166.066667,0.066511,1.223706,0.384426
166.075,0.067807,1.223264,0.386147
166.083333,0.069259,1.222894,0.388008
166.091667,0.070705,1.222794,0.389747
166.1,0.072169,1.222942,0.3915
166.108333,0.073501,1.223309,0.393085
166.116667,0.074848,1.223781,0.394545
166.125,0.076058,1.22439,0.395949
166.133333,0.07723,1.224989,0.397126
166.141667,0.078217,1.225628,0.398151
166.15,0.079154,1.226226,0.399062
166.158333,0.080022,1.22672,0.399739
166.166667,0.080856,1.227202,0.400298
166.175,0.081578,1.227606,0.400682
166.183333,0.082243,1.228029,0.400927
166.191667,0.082794,1.228366,0.401071
166.2,0.083342,1.22875,0.401164
166.208333,0.08388,1.22914,0.401143
166.216667,0.08453,1.229609,0.400984
166.225,0.085255,1.230144,0.400712
166.233333,0.085943,1.23083,0.400364
166.241667,0.086626,1.231601,0.400039
166.25,0.087313,1.232394,0.399685
166.258333,0.087931,1.23334,0.399358
166.266667,0.088354,1.234324,0.399027
166.275,0.088789,1.235304,0.398711
166.283333,0.089177,1.236267,0.398294
166.291667,0.089438,1.237155,0.397843
166.3,0.089587,1.237959,0.397291
166.308333,0.089661,1.238681,0.396701
166.316667,0.089648,1.239326,0.396069
166.325,0.089607,1.23989,0.395353
166.333333,0.089451,1.240399,0.394572
166.341667,0.089251,1.240829,0.393855
166.35,0.089089,1.241197,0.393127
166.358333,0.088878,1.241523,0.392337
166.366667,0.088644,1.241785,0.391498
166.375,0.088446,1.242001,0.390631
166.383333,0.08825,1.242158,0.389836
166.391667,0.087999,1.242319,0.38899
166.4,0.087713,1.242427,0.388231
166.408333,0.087464,1.242498,0.387538
166.416667,0.087152,1.242491,0.386868
166.425,0.086767,1.242413,0.386193
166.433333,0.086307,1.242214,0.38556
166.441667,0.085882,1.241936,0.385016
166.45,0.085408,1.241545,0.384487
166.458333,0.084899,1.24105,0.383998
166.466667,0.084432,1.240447,0.383544
166.475,0.083955,1.239761,0.38321
166.483333,0.083548,1.239034,0.382928
166.491667,0.083091,1.238188,0.382832
166.5,0.082749,1.237334,0.382845
166.508333,0.082268,1.236369,0.383062
166.516667,0.081842,1.235407,0.383385
166.525,0.081369,1.234386,0.383828
166.533333,0.080881,1.23333,0.384411
166.541667,0.080255,1.232199,0.385136
166.55,0.079609,1.231193,0.38589
166.558333,0.078783,1.230118,0.38689
166.566667,0.077923,1.229143,0.387935
166.575,0.076888,1.22827,0.389243
166.583333,0.075729,1.227482,0.390704
166.591667,0.074531,1.226823,0.392235
166.6,0.073196,1.226277,0.393878
166.608333,0.071806,1.225833,0.395546
166.616667,0.070397,1.225512,0.397176
166.625,0.069022,1.225343,0.398657
166.633333,0.067716,1.225341,0.400024
166.641667,0.06652,1.225551,0.401256
166.65,0.065388,1.225994,0.402381
166.658333,0.064317,1.226614,0.40349
166.666667,0.063321,1.227438,0.404379
166.675,0.062357,1.228298,0.405302
166.683333,0.061439,1.22929,0.405968
166.691667,0.060583,1.230167,0.406491
166.7,0.05984,1.231127,0.406833
166.708333,0.059119,1.232073,0.407083
166.716667,0.058424,1.232938,0.407231
166.725,0.057814,1.233761,0.407421
166.733333,0.057298,1.234547,0.407505
166.741667,0.056916,1.235247,0.407599
166.75,0.056584,1.235895,0.407599
166.758333,0.056383,1.236518,0.407569
166.766667,0.056409,1.237177,0.407485
166.775,0.056617,1.237909,0.407337
166.783333,0.057029,1.238709,0.407088
166.791667,0.057557,1.239626,0.40675
166.8,0.058277,1.240534,0.406387
166.808333,0.058985,1.241468,0.40605
166.816667,0.059766,1.242448,0.405695
166.825,0.060545,1.243345,0.405298
166.833333,0.061284,1.244204,0.404878
166.841667,0.062064,1.244967,0.404365
166.85,0.062771,1.245606,0.403795
166.858333,0.063498,1.246048,0.403113
166.866667,0.064264,1.246294,0.402327
166.875,0.064913,1.246336,0.401543
166.883333,0.065582,1.246208,0.400619
166.891667,0.066208,1.245906,0.399746
166.9,0.066849,1.245501,0.39876
166.908333,0.067485,1.245003,0.397734
166.916667,0.068053,1.244394,0.39675
166.925,0.068762,1.243708,0.395798
166.933333,0.069434,1.24301,0.394825
166.941667,0.070157,1.242294,0.393852
166.95,0.070869,1.241586,0.393005
166.958333,0.071657,1.240907,0.392198
166.966667,0.072419,1.240268,0.391441
166.975,0.073207,1.23964,0.390849
166.983333,0.073882,1.239089,0.390327
166.991667,0.074561,1.238516,0.389864
167.0,0.075237,1.237917,0.389531
167.008333,0.075853,1.237274,0.389295
167.016667,0.076393,1.236549,0.389275
167.025,0.076899,1.235764,0.389393
167.033333,0.077395,1.234904,0.389647
167.041667,0.077844,1.234013,0.390005
167.05,0.078423,1.23302,0.390546
167.058333,0.079234,1.231908,0.391297
167.066667,0.080157,1.230681,0.392207
167.075,0.081344,1.229395,0.393307
167.083333,0.082734,1.228014,0.394529
167.091667,0.084326,1.226588,0.395959
167.1,0.086185,1.225123,0.397502
167.108333,0.088145,1.223705,0.399172
167.116667,0.090368,1.222305,0.400788
167.125,0.092673,1.221065,0.402325
167.133333,0.09508,1.220001,0.403747
167.141667,0.097357,1.219316,0.404955
167.15,0.099481,1.218994,0.405893
167.158333,0.101275,1.219234,0.406658
167.166667,0.102789,1.219865,0.407014
167.175,0.104243,1.220601,0.407383
167.183333,0.105317,1.2214,0.407684
167.191667,0.106388,1.22215,0.407991
167.2,0.107382,1.22292,0.408231
167.208333,0.108383,1.223622,0.408344
167.216667,0.109448,1.224285,0.408447
167.225,0.110544,1.224971,0.408334
167.233333,0.111663,1.225662,0.408065
167.241667,0.11272,1.226442,0.407584
167.25,0.113854,1.227292,0.406993
167.258333,0.114948,1.228195,0.406403
167.266667,0.116068,1.229171,0.405852
167.275,0.117109,1.230205,0.40536
167.283333,0.118148,1.23125,0.404859
167.291667,0.119139,1.232346,0.404382
167.3,0.120077,1.233374,0.403843
167.308333,0.120888,1.234431,0.403279
167.316667,0.121705,1.235418,0.402591
167.325,0.122297,1.236306,0.401882
167.333333,0.122799,1.237157,0.401133
167.341667,0.123197,1.23795,0.400285
167.35,0.123442,1.238637,0.399455
167.358333,0.123561,1.239227,0.39853
167.366667,0.123582,1.239735,0.397486
167.375,0.123454,1.240078,0.396445
167.383333,0.123256,1.240331,0.395377
167.391667,0.122917,1.240476,0.394249
167.4,0.122584,1.240503,0.392986
167.408333,0.122231,1.24044,0.391769
167.416667,0.121794,1.240321,0.390529
167.425,0.121385,1.240089,0.389445
167.433333,0.120967,1.239867,0.388352
167.441667,0.120571,1.239608,0.387287
167.45,0.120232,1.239283,0.386331
167.458333,0.119852,1.238926,0.385387
167.466667,0.119513,1.238487,0.384481
167.475,0.119151,1.238026,0.383622
167.483333,0.1188,1.237492,0.382783
167.491667,0.118377,1.236869,0.381921
167.5,0.117952,1.236255,0.381195
167.508333,0.117502,1.235578,0.380494
167.516667,0.117032,1.23486,0.379834
167.525,0.116579,1.234193,0.379335
167.533333,0.11615,1.233542,0.378841
167.541667,0.115646,1.23292,0.378534
167.55,0.115051,1.232422,0.378284
167.558333,0.114441,1.232006,0.378087
167.566667,0.113692,1.231594,0.378065
167.575,0.112808,1.23127,0.378114
167.583333,0.111778,1.231037,0.378157
167.591667,0.110704,1.23082,0.378372
167.6,0.109344,1.230714,0.378674
167.608333,0.108032,1.230577,0.379083
167.616667,0.106495,1.230559,0.379606
167.625,0.104977,1.230535,0.380337
167.633333,0.103442,1.230588,0.381188
167.641667,0.101836,1.230784,0.382289
167.65,0.100246,1.231007,0.383675
167.658333,0.098601,1.231326,0.38529
167.666667,0.096903,1.23169,0.387093
167.675,0.095258,1.2321,0.389049
167.683333,0.093593,1.232517,0.390979
167.691667,0.092051,1.23292,0.392979
167.7,0.090705,1.233353,0.394916
167.708333,0.089596,1.2339,0.396717
167.716667,0.088785,1.234593,0.398387
167.725,0.088306,1.235383,0.400073
167.733333,0.087966,1.236271,0.401728
167.741667,0.087824,1.237266,0.40315
167.75,0.087752,1.238226,0.404511
167.758333,0.087732,1.239125,0.405683
167.766667,0.087795,1.239906,0.406671
167.775,0.087837,1.240482,0.407382
167.783333,0.087921,1.240964,0.408001
167.791667,0.087901,1.2413,0.408469
167.8,0.08783,1.24148,0.408819
167.808333,0.087698,1.241543,0.409082
167.816667,0.087505,1.241512,0.409315
167.825,0.087304,1.241411,0.409442
167.833333,0.087087,1.241275,0.409449
167.841667,0.086892,1.241198,0.409324
167.85,0.086757,1.241196,0.40906
167.858333,0.086709,1.241308,0.408667
167.866667,0.08673,1.241531,0.408237
167.875,0.086789,1.241894,0.407742
167.883333,0.086866,1.242438,0.407129
167.891667,0.086921,1.243009,0.406592
167.9,0.086936,1.243634,0.406025
167.908333,0.086991,1.244278,0.405475
167.916667,0.087087,1.244929,0.404854
167.925,0.087316,1.245448,0.40421
167.933333,0.087554,1.245906,0.403517
167.941667,0.087774,1.246224,0.402801
167.95,0.088102,1.246526,0.401981
167.958333,0.08848,1.246732,0.401187
167.966667,0.088805,1.246919,0.400413
167.975,0.089204,1.247161,0.399586
167.983333,0.089562,1.247387,0.398815
167.991667,0.089831,1.24764,0.398095
168.0,0.09006,1.247867,0.39746
168.008333,0.09026,1.248092,0.396906
168.016667,0.090394,1.248309,0.396451
168.025,0.09053,1.24848,0.39618
168.033333,0.090678,1.248611,0.39605
168.041667,0.090902,1.248693,0.395997
168.05,0.091151,1.24867,0.396054
168.058333,0.091455,1.248553,0.396221
168.066667,0.091805,1.24835,0.396547
168.075,0.092194,1.248056,0.397002
168.083333,0.092665,1.247606,0.397653
168.091667,0.093133,1.247004,0.398383
168.1,0.093663,1.246226,0.399396
168.108333,0.094217,1.245218,0.400552
168.116667,0.094827,1.244113,0.401902
168.125,0.095522,1.242823,0.403427
168.133333,0.096299,1.241437,0.405178
168.141667,0.097149,1.239931,0.407002
168.15,0.098031,1.238339,0.409026
168.158333,0.098892,1.236674,0.411249
168.166667,0.099869,1.235004,0.413584
