Time, X, Y, Z
74.391667,0.084334,1.234159,0.323052
74.4,0.08371,1.233433,0.322663
74.408333,0.083011,1.232709,0.32235
74.416667,0.082299,1.231953,0.322169
74.425,0.08154,1.231179,0.322021
74.433333,0.08077,1.230464,0.322054
74.441667,0.079979,1.229776,0.322145
74.45,0.079158,1.229152,0.322401
74.458333,0.078281,1.228597,0.322855
74.466667,0.077377,1.228166,0.323362
74.475,0.07635,1.227815,0.324196
74.483333,0.075307,1.227695,0.325125
74.491667,0.074073,1.227656,0.326413
74.5,0.072745,1.227744,0.327879
74.508333,0.071216,1.227949,0.3295
74.516667,0.069499,1.228259,0.331067
74.525,0.067747,1.228638,0.332462
74.533333,0.065906,1.229137,0.333732
74.541667,0.064139,1.229724,0.334906
74.55,0.062377,1.230446,0.335975
74.558333,0.06068,1.231305,0.336963
74.566667,0.059059,1.232206,0.337893
74.575,0.057624,1.233143,0.338714
74.583333,0.056325,1.234053,0.339414
74.591667,0.05517,1.234856,0.339985
74.6,0.054248,1.235562,0.340343
74.608333,0.053585,1.23609,0.340521
74.616667,0.053002,1.236574,0.340655
74.625,0.052586,1.236928,0.340682
74.633333,0.05228,1.237169,0.340654
74.641667,0.051985,1.237323,0.34055
74.65,0.051687,1.237479,0.34037
74.658333,0.051282,1.237731,0.340047
74.666667,0.050836,1.238072,0.33963
74.675,0.050371,1.238571,0.33913
74.683333,0.049862,1.239246,0.338507
74.691667,0.049287,1.240066,0.337786
74.7,0.048741,1.241059,0.336993
74.708333,0.048128,1.242066,0.336319
74.716667,0.04752,1.243076,0.335578
74.725,0.046957,1.244015,0.334866
74.733333,0.046499,1.244964,0.334048
74.741667,0.046084,1.245759,0.333266
74.75,0.045812,1.246374,0.332476
74.758333,0.045594,1.246815,0.331595
74.766667,0.045437,1.247076,0.330672
74.775,0.045359,1.247146,0.329767
74.783333,0.045395,1.24711,0.328764
74.791667,0.045434,1.246945,0.327773
74.8,0.045508,1.246686,0.326714
74.808333,0.045622,1.246331,0.325725
74.816667,0.045804,1.245933,0.3247
74.825,0.046018,1.245591,0.323648
74.833333,0.046238,1.245126,0.322691
74.841667,0.04643,1.244661,0.321655
74.85,0.046629,1.244087,0.320818
74.858333,0.046871,1.243561,0.31996
74.866667,0.047122,1.242989,0.319117
74.875,0.047387,1.242295,0.318453
74.883333,0.047646,1.241622,0.317783
74.891667,0.04804,1.240884,0.317191
74.9,0.048478,1.240102,0.316716
74.908333,0.04894,1.239267,0.316344
74.916667,0.049455,1.2384,0.316021
74.925,0.049984,1.237521,0.31581
74.933333,0.050519,1.236558,0.315693
74.941667,0.051043,1.235519,0.315757
74.95,0.051651,1.234527,0.315873
74.958333,0.052269,1.233417,0.316111
74.966667,0.05292,1.23225,0.316476
74.975,0.053659,1.231136,0.316879
74.983333,0.054461,1.229892,0.317401
74.991667,0.055281,1.228775,0.317983
75.0,0.056184,1.227679,0.318647
75.008333,0.057106,1.226638,0.319471
75.016667,0.057991,1.225697,0.320454
75.025,0.058974,1.224829,0.321573
75.033333,0.05998,1.224095,0.322796
75.041667,0.061005,1.223425,0.324338
75.05,0.062173,1.222871,0.325914
75.058333,0.063391,1.22231,0.32777
75.066667,0.064759,1.221857,0.32965
75.075,0.06619,1.221533,0.331604
75.083333,0.067698,1.221373,0.333671
75.091667,0.069154,1.221459,0.335591
75.1,0.070539,1.221835,0.33753
75.108333,0.071839,1.222388,0.339347
75.116667,0.073034,1.223187,0.340994
75.125,0.074058,1.224121,0.342384
75.133333,0.074865,1.225078,0.343561
75.141667,0.075558,1.226108,0.344418
75.15,0.076011,1.227122,0.344997
75.158333,0.076217,1.228049,0.345365
75.166667,0.076265,1.228832,0.345547
75.175,0.07616,1.229447,0.345618
75.183333,0.075924,1.22999,0.345586
75.191667,0.075553,1.230461,0.345477
75.2,0.075182,1.230784,0.345299
75.208333,0.074896,1.231015,0.345054
75.216667,0.074685,1.231237,0.344699
75.225,0.074657,1.231554,0.344258
75.233333,0.074823,1.231985,0.343667
75.241667,0.075121,1.232503,0.34311
75.25,0.075505,1.233172,0.342517
75.258333,0.075838,1.233927,0.342051
75.266667,0.076117,1.234777,0.341549
75.275,0.076407,1.235638,0.341075
75.283333,0.076542,1.23644,0.34058
75.291667,0.076585,1.237176,0.34
75.3,0.076527,1.23777,0.339328
75.308333,0.076397,1.23832,0.338469
75.316667,0.076158,1.238666,0.33764
75.325,0.075801,1.238863,0.33674
75.333333,0.07539,1.238989,0.335674
75.341667,0.07492,1.238998,0.33469
75.35,0.074373,1.238968,0.333607
75.358333,0.073878,1.23889,0.332466
75.366667,0.073358,1.238757,0.331379
75.375,0.072814,1.238665,0.330217
75.383333,0.072262,1.238511,0.329139
75.391667,0.071723,1.238393,0.32815
75.4,0.071121,1.238302,0.327187
75.408333,0.070543,1.238228,0.326274
75.416667,0.06997,1.2381,0.325468
75.425,0.069249,1.237992,0.32463
75.433333,0.068535,1.237899,0.323856
75.441667,0.067758,1.23778,0.323148
75.45,0.0669,1.23763,0.322507
75.458333,0.066016,1.237412,0.321976
75.466667,0.065139,1.237147,0.321483
75.475,0.064222,1.236845,0.321118
75.483333,0.063378,1.236441,0.320883
75.491667,0.06258,1.235989,0.320724
75.5,0.061848,1.23546,0.320706
75.508333,0.061108,1.234798,0.320887
75.516667,0.060447,1.234049,0.321216
75.525,0.059905,1.233272,0.321599
75.533333,0.059307,1.232375,0.322152
75.541667,0.058682,1.231474,0.32287
75.55,0.058143,1.230657,0.323619
75.558333,0.057466,1.22985,0.324522
75.566667,0.056796,1.229128,0.325641
75.575,0.05595,1.22857,0.326993
75.583333,0.055063,1.228101,0.328382
75.591667,0.054033,1.2278,0.329831
75.6,0.052919,1.227589,0.331152
75.608333,0.051787,1.22756,0.332196
75.616667,0.050651,1.227684,0.333135
75.625,0.049428,1.228026,0.333982
75.633333,0.048276,1.228494,0.334754
75.641667,0.047138,1.229188,0.335403
75.65,0.046006,1.229927,0.336188
75.658333,0.044899,1.230739,0.336847
75.666667,0.043863,1.231462,0.337551
75.675,0.043027,1.232163,0.338021
75.683333,0.042384,1.232783,0.338358
75.691667,0.041876,1.233343,0.33855
75.7,0.041503,1.233805,0.338654
75.708333,0.041331,1.234131,0.338639
75.716667,0.041256,1.234394,0.338509
75.725,0.041243,1.234601,0.338322
75.733333,0.041265,1.234827,0.338052
75.741667,0.041305,1.235134,0.337673
75.75,0.041389,1.235525,0.337239
75.758333,0.041536,1.23609,0.336659
75.766667,0.041673,1.23671,0.336093
75.775,0.041831,1.237476,0.335413
75.783333,0.042063,1.238306,0.334678
75.791667,0.042256,1.239194,0.334012
75.8,0.04249,1.240079,0.333369
75.808333,0.042768,1.240882,0.332718
75.816667,0.043158,1.241685,0.332054
75.825,0.043572,1.242376,0.331412
75.833333,0.044087,1.242925,0.330676
75.841667,0.044705,1.243323,0.329945
75.85,0.045295,1.24363,0.329155
75.858333,0.046008,1.243789,0.328327
75.866667,0.046696,1.243849,0.327517
75.875,0.047402,1.243827,0.326594
75.883333,0.048103,1.243724,0.32577
75.891667,0.04877,1.243612,0.32483
75.9,0.04947,1.243382,0.324015
75.908333,0.0501,1.243182,0.323062
75.916667,0.050695,1.242907,0.322239
75.925,0.051308,1.24256,0.321378
75.933333,0.051933,1.242198,0.32049
75.941667,0.052531,1.241761,0.319734
75.95,0.053204,1.241383,0.318932
75.958333,0.053919,1.240905,0.318226
75.966667,0.054661,1.240402,0.317595
75.975,0.055387,1.239882,0.316948
75.983333,0.056146,1.23931,0.316518
75.991667,0.056898,1.238705,0.316133
76.0,0.05767,1.238057,0.315824
76.008333,0.058353,1.237452,0.315618
76.016667,0.059067,1.2367,0.31556
76.025,0.059807,1.235922,0.315618
76.033333,0.06059,1.235079,0.315811
76.041667,0.061422,1.234166,0.316049
76.05,0.062332,1.233214,0.316391
76.058333,0.063277,1.232218,0.316873
76.066667,0.064286,1.231195,0.317446
76.075,0.065326,1.230177,0.318222
76.083333,0.066406,1.229216,0.318984
76.091667,0.067538,1.22833,0.319869
76.1,0.068631,1.227513,0.320841
76.108333,0.069787,1.226673,0.322052
76.116667,0.070954,1.225887,0.323365
76.125,0.072184,1.225152,0.324898
76.133333,0.073437,1.224458,0.326601
76.141667,0.074772,1.223767,0.328511
76.15,0.076277,1.223182,0.330403
76.158333,0.077853,1.222679,0.332364
76.166667,0.079491,1.222301,0.334205
76.175,0.081106,1.222175,0.335887
76.183333,0.082629,1.222431,0.337269
76.191667,0.084042,1.222831,0.33852
76.2,0.085315,1.223554,0.339459
76.208333,0.086265,1.224387,0.340132
76.216667,0.087042,1.22529,0.340497
76.225,0.087577,1.226147,0.340611
76.233333,0.087954,1.226922,0.340553
76.241667,0.088184,1.227643,0.340322
76.25,0.088237,1.228256,0.340008
76.258333,0.088213,1.2288,0.339514
76.266667,0.088192,1.229268,0.339029
76.275,0.088272,1.229668,0.338483
76.283333,0.088491,1.230088,0.337755
76.291667,0.08878,1.230492,0.337016
76.3,0.089206,1.230955,0.33633
76.308333,0.089761,1.231487,0.335626
76.316667,0.090343,1.232128,0.334941
76.325,0.090888,1.232828,0.334352
76.333333,0.091366,1.233557,0.333737
76.341667,0.091785,1.234419,0.333098
76.35,0.092109,1.235186,0.332514
76.358333,0.092331,1.235849,0.331787
76.366667,0.092452,1.236472,0.330882
76.375,0.092457,1.236935,0.330085
76.383333,0.092345,1.237339,0.329075
76.391667,0.092144,1.237604,0.328111
76.4,0.091884,1.237751,0.32704
76.408333,0.091541,1.23783,0.325887
76.416667,0.091135,1.237768,0.324869
76.425,0.090677,1.237684,0.323773
76.433333,0.090267,1.237568,0.322624
76.441667,0.089805,1.237424,0.3215
76.45,0.089357,1.237241,0.320354
76.458333,0.088892,1.237087,0.319332
76.466667,0.088388,1.236982,0.318266
76.475,0.08792,1.236889,0.31724
76.483333,0.087436,1.236741,0.316274
76.491667,0.086889,1.236609,0.315356
76.5,0.086345,1.236426,0.314477
76.508333,0.085771,1.236156,0.313693
76.516667,0.085163,1.235855,0.312975
76.525,0.084575,1.235475,0.312275
76.533333,0.083949,1.235041,0.311629
76.541667,0.083382,1.234555,0.311077
76.55,0.082823,1.234063,0.310591
76.558333,0.082287,1.233533,0.310222
76.566667,0.081716,1.233014,0.309971
76.575,0.081145,1.232495,0.30978
76.583333,0.080551,1.231964,0.309699
76.591667,0.079908,1.231464,0.309686
76.6,0.079171,1.230984,0.309783
76.608333,0.078412,1.230534,0.309927
76.616667,0.07758,1.230053,0.310241
76.625,0.076628,1.229677,0.31061
76.633333,0.07561,1.229321,0.311079
76.641667,0.074419,1.229039,0.311783
76.65,0.073179,1.228899,0.312466
76.658333,0.071751,1.228898,0.313465
76.666667,0.070177,1.229021,0.314665
76.675,0.068492,1.229314,0.315998
76.683333,0.066641,1.229756,0.317351
76.691667,0.064674,1.230266,0.318712
76.7,0.062591,1.23086,0.319889
76.708333,0.060461,1.231552,0.320811
76.716667,0.058461,1.232276,0.32164
76.725,0.056678,1.233039,0.322345
76.733333,0.055092,1.233875,0.323011
76.741667,0.053811,1.234806,0.323629
76.75,0.052944,1.235715,0.324268
76.758333,0.052376,1.236693,0.324838
76.766667,0.052073,1.237589,0.325418
76.775,0.052014,1.2384,0.325797
76.783333,0.05219,1.239201,0.325981
76.791667,0.05253,1.239904,0.3261
76.8,0.052957,1.240451,0.326061
76.808333,0.053386,1.240955,0.32596
76.816667,0.053701,1.241406,0.325825
76.825,0.053867,1.241891,0.325628
76.833333,0.053842,1.24245,0.325313
76.841667,0.053691,1.243077,0.324941
76.85,0.05349,1.243833,0.324452
76.858333,0.053212,1.244705,0.323903
76.866667,0.052912,1.245583,0.323369
76.875,0.052577,1.246438,0.322832
76.883333,0.052281,1.247285,0.322338
76.891667,0.052007,1.248069,0.321779
76.9,0.051779,1.248676,0.321241
76.908333,0.051631,1.249117,0.320672
76.916667,0.051561,1.249393,0.320077
76.925,0.051619,1.249477,0.319449
76.933333,0.051752,1.249431,0.318746
76.941667,0.051938,1.249214,0.318014
76.95,0.052185,1.248893,0.31731
76.958333,0.05241,1.248471,0.31651
76.966667,0.052662,1.24798,0.315838
76.975,0.052978,1.247477,0.315082
76.983333,0.053333,1.24694,0.314312
76.991667,0.053679,1.246327,0.313608
77.0,0.054052,1.245722,0.312964
77.008333,0.0544,1.245086,0.312231
77.016667,0.054776,1.244406,0.311708
77.025,0.055123,1.243747,0.31118
77.033333,0.055495,1.243024,0.310665
77.041667,0.055877,1.242295,0.31024
77.05,0.056296,1.241556,0.309928
77.058333,0.056661,1.240783,0.309695
77.066667,0.057109,1.239906,0.309565
77.075,0.05754,1.239081,0.309462
77.083333,0.058024,1.23818,0.309464
77.091667,0.058516,1.237199,0.309628
77.1,0.059035,1.236212,0.309775
77.108333,0.059556,1.235235,0.309957
77.116667,0.060089,1.234162,0.310273
77.125,0.060717,1.233102,0.310552
77.133333,0.061369,1.232025,0.31092
77.141667,0.062136,1.230926,0.311328
77.15,0.062849,1.229809,0.311851
77.158333,0.06367,1.228757,0.312515
77.166667,0.064446,1.227827,0.31321
77.175,0.065212,1.226937,0.313997
77.183333,0.065961,1.226155,0.3148
77.191667,0.066649,1.225435,0.315768
77.2,0.067389,1.224822,0.316788
77.208333,0.068138,1.224278,0.317901
77.216667,0.068928,1.223704,0.319221
77.225,0.069861,1.223179,0.320552
77.233333,0.07089,1.22261,0.322084
77.241667,0.072066,1.222175,0.323612
77.25,0.073354,1.221833,0.325273
77.258333,0.074637,1.221806,0.326848
77.266667,0.075874,1.222055,0.328392
77.275,0.077094,1.222633,0.329817
77.283333,0.078159,1.223467,0.331111
77.291667,0.079127,1.22456,0.332256
77.3,0.079943,1.225631,0.333242
77.308333,0.080579,1.226823,0.334
77.316667,0.08114,1.227893,0.33462
77.325,0.081526,1.22884,0.335168
77.333333,0.081885,1.229603,0.335472
77.341667,0.082139,1.230272,0.335648
77.35,0.082299,1.230782,0.335717
77.358333,0.082376,1.231132,0.335662
77.366667,0.082498,1.231365,0.335406
77.375,0.082682,1.231506,0.334996
77.383333,0.082977,1.231523,0.334502
77.391667,0.083322,1.231548,0.333947
77.4,0.083799,1.231669,0.333204
77.408333,0.08442,1.231835,0.332528
77.416667,0.084922,1.232152,0.331835
77.425,0.085379,1.232542,0.331172
77.433333,0.085771,1.232989,0.330521
77.441667,0.086028,1.233413,0.329895
77.45,0.086185,1.233851,0.329171
77.458333,0.086166,1.234221,0.328419
77.466667,0.08609,1.234463,0.327574
77.475,0.085888,1.23469,0.326575
77.483333,0.085563,1.234756,0.325598
77.491667,0.085178,1.234739,0.324562
77.5,0.084723,1.234721,0.323437
77.508333,0.084272,1.234633,0.322282
77.516667,0.08379,1.234487,0.321135
77.525,0.083297,1.234318,0.320016
77.533333,0.082841,1.234145,0.318867
77.541667,0.082418,1.234044,0.317716
77.55,0.082008,1.233928,0.316677
77.558333,0.081647,1.233834,0.315621
77.566667,0.081268,1.233727,0.314637
77.575,0.080892,1.233616,0.313784
77.583333,0.080487,1.233516,0.312885
77.591667,0.080018,1.23344,0.31208
77.6,0.079516,1.233316,0.311413
77.608333,0.078958,1.233151,0.310758
77.616667,0.078329,1.23292,0.31008
77.625,0.077726,1.232612,0.309408
77.633333,0.077128,1.23221,0.308764
77.641667,0.076488,1.231794,0.308146
77.65,0.075868,1.231236,0.307578
77.658333,0.075264,1.230563,0.307009
77.666667,0.074608,1.22984,0.30652
77.675,0.073849,1.22899,0.306129
77.683333,0.073062,1.228094,0.305774
77.691667,0.072222,1.227045,0.30554
77.7,0.071304,1.226014,0.305405
77.708333,0.070358,1.224973,0.305373
77.716667,0.069346,1.224018,0.305566
77.725,0.06831,1.223208,0.305958
77.733333,0.067212,1.222623,0.306666
77.741667,0.066048,1.222277,0.307568
77.75,0.064802,1.222124,0.308783
77.758333,0.063425,1.22216,0.310257
77.766667,0.061948,1.222409,0.31192
77.775,0.060363,1.222734,0.313718
77.783333,0.058665,1.223149,0.315496
77.791667,0.056921,1.223626,0.31721
77.8,0.055146,1.224104,0.318731
77.808333,0.053384,1.224615,0.320156
77.816667,0.051781,1.22508,0.321547
77.825,0.050334,1.225554,0.322771
77.833333,0.049122,1.226082,0.323839
77.841667,0.04809,1.226646,0.324951
77.85,0.047312,1.227234,0.325928
77.858333,0.046632,1.227805,0.326909
77.866667,0.04619,1.228385,0.327662
77.875,0.045741,1.2289,0.328379
77.883333,0.045397,1.229392,0.328921
77.891667,0.045114,1.229789,0.329309
77.9,0.044845,1.230078,0.329548
77.908333,0.044517,1.230338,0.329713
77.916667,0.044023,1.230627,0.32988
77.925,0.043432,1.230964,0.330029
77.933333,0.0428,1.231446,0.330035
77.941667,0.042118,1.232148,0.329976
77.95,0.041463,1.232966,0.3298
77.958333,0.040805,1.233898,0.329615
77.966667,0.040229,1.234931,0.329408
77.975,0.039756,1.236055,0.329153
77.983333,0.039314,1.237152,0.328948
77.991667,0.039017,1.238233,0.328729
78.0,0.038768,1.239278,0.328578
78.008333,0.038666,1.240152,0.328451
78.016667,0.038709,1.24093,0.328299
78.025,0.03876,1.241577,0.328103
78.033333,0.038952,1.242055,0.32784
78.041667,0.03921,1.242347,0.327569
78.05,0.039519,1.242519,0.327245
78.058333,0.039817,1.242613,0.326847
78.066667,0.040142,1.242607,0.326449
78.075,0.040503,1.24249,0.326034
78.083333,0.040885,1.242294,0.325617
78.091667,0.041298,1.24203,0.325225
78.1,0.041702,1.241725,0.324772
78.108333,0.042142,1.241337,0.32436
78.116667,0.042553,1.240893,0.32399
78.125,0.042977,1.240447,0.323638
78.133333,0.043438,1.239988,0.323391
78.141667,0.043917,1.239551,0.32321
78.15,0.044429,1.239074,0.323088
78.158333,0.04496,1.238485,0.323049
78.166667,0.045491,1.237858,0.323046
78.175,0.046077,1.2371,0.323136
78.183333,0.046604,1.236285,0.323293
78.191667,0.047221,1.235366,0.323533
78.2,0.047778,1.23443,0.32383
78.208333,0.04845,1.233345,0.324219
78.216667,0.049131,1.232213,0.324747
78.225,0.049875,1.231084,0.325321
78.233333,0.050686,1.22986,0.326052
78.241667,0.051504,1.228716,0.32681
78.25,0.052435,1.227519,0.327785
78.258333,0.053385,1.226375,0.328871
78.266667,0.054392,1.225304,0.330036
78.275,0.055422,1.224288,0.331246
78.283333,0.056488,1.223369,0.332561
78.291667,0.057643,1.222501,0.33394
78.3,0.058799,1.221717,0.335491
78.308333,0.059987,1.220995,0.337078
78.316667,0.061273,1.220291,0.338902
78.325,0.062627,1.219558,0.340815
78.333333,0.064101,1.21894,0.342745
78.341667,0.065642,1.2184,0.344755
78.35,0.06718,1.218174,0.346644
78.358333,0.068666,1.218134,0.348494
78.366667,0.070049,1.218337,0.350098
78.375,0.071325,1.218807,0.351504
78.383333,0.072507,1.219419,0.352673
78.391667,0.073516,1.220185,0.353471
78.4,0.074381,1.220992,0.354053
78.408333,0.075001,1.221794,0.35439
78.416667,0.075548,1.222547,0.354579
78.425,0.075944,1.223183,0.354615
78.433333,0.076287,1.223807,0.354621
78.441667,0.076548,1.224392,0.354562
78.45,0.07679,1.22496,0.35444
78.458333,0.077119,1.225413,0.354264
78.466667,0.077611,1.225885,0.354015
78.475,0.078239,1.226385,0.353674
78.483333,0.079014,1.226932,0.353302
78.491667,0.079897,1.227525,0.352931
78.5,0.080827,1.228259,0.352532
78.508333,0.081675,1.22904,0.3522
78.516667,0.082518,1.229894,0.351859
78.525,0.083234,1.230742,0.351516
78.533333,0.083807,1.23158,0.351104
78.541667,0.084264,1.232364,0.350535
78.55,0.084561,1.233015,0.34995
78.558333,0.084685,1.233502,0.3493
78.566667,0.084758,1.233894,0.348526
78.575,0.084694,1.234124,0.347727
78.583333,0.084477,1.234204,0.346848
78.591667,0.084183,1.234197,0.345796
78.6,0.083817,1.234082,0.344791
78.608333,0.08343,1.233916,0.343665
78.616667,0.082973,1.233705,0.342493
78.625,0.082488,1.233418,0.34144
78.633333,0.08197,1.233235,0.340307
78.641667,0.081443,1.233111,0.339261
78.65,0.080918,1.232983,0.338256
78.658333,0.080437,1.232874,0.337336
78.666667,0.079909,1.232813,0.336467
78.675,0.079393,1.232734,0.335754
78.683333,0.078919,1.232671,0.335148
78.691667,0.078379,1.232614,0.334555
78.7,0.077858,1.23247,0.334056
78.708333,0.077306,1.232303,0.333638
78.716667,0.076784,1.232035,0.333313
78.725,0.076226,1.231691,0.333098
78.733333,0.075704,1.231275,0.333026
78.741667,0.075201,1.230849,0.333032
78.75,0.074604,1.230344,0.333204
78.758333,0.074041,1.229789,0.333488
78.766667,0.073431,1.229239,0.333836
78.775,0.072775,1.228651,0.334336
78.783333,0.072033,1.22799,0.334953
78.791667,0.071296,1.227358,0.335531
78.8,0.070426,1.226681,0.336256
78.808333,0.069462,1.22603,0.337017
78.816667,0.068366,1.22541,0.33788
78.825,0.06717,1.224842,0.338856
78.833333,0.065827,1.224338,0.33993
78.841667,0.064376,1.223937,0.341184
78.85,0.062726,1.223606,0.342613
78.858333,0.060903,1.223315,0.344166
78.866667,0.058994,1.223108,0.345668
78.875,0.057021,1.222918,0.347107
78.883333,0.055051,1.22275,0.348433
78.891667,0.053113,1.222632,0.349588
78.9,0.051338,1.222526,0.350715
78.908333,0.049677,1.222497,0.351715
78.916667,0.048276,1.222619,0.352544
78.925,0.047008,1.222756,0.353426
78.933333,0.045918,1.222898,0.354147
78.941667,0.044997,1.223088,0.354781
78.95,0.044292,1.223283,0.355189
78.958333,0.043706,1.223457,0.355447
78.966667,0.043249,1.223648,0.355463
78.975,0.0429,1.223876,0.355299
78.983333,0.04259,1.224103,0.355002
78.991667,0.0422,1.224437,0.354681
79.0,0.041716,1.224868,0.354304
79.008333,0.041083,1.225472,0.353901
79.016667,0.040384,1.22633,0.353455
79.025,0.039731,1.227273,0.352966
79.033333,0.039051,1.228284,0.352324
79.041667,0.038422,1.229427,0.351649
79.05,0.037957,1.230539,0.351043
79.058333,0.03752,1.231695,0.350326
79.066667,0.037186,1.232895,0.349589
79.075,0.037013,1.23396,0.34904
79.083333,0.036945,1.234991,0.348447
79.091667,0.037,1.235889,0.347857
79.1,0.037182,1.236675,0.347187
79.108333,0.037448,1.237236,0.346585
79.116667,0.037762,1.237651,0.345924
79.125,0.038211,1.237952,0.345128
79.133333,0.038675,1.238062,0.344425
79.141667,0.039188,1.238133,0.343588
79.15,0.03981,1.23806,0.342782
79.158333,0.040327,1.237899,0.341996
79.166667,0.040912,1.237758,0.341124
79.175,0.04145,1.237479,0.340349
79.183333,0.041945,1.237192,0.339558
79.191667,0.042475,1.236919,0.338788
79.2,0.042944,1.236591,0.338083
79.208333,0.043369,1.236318,0.337372
79.216667,0.043846,1.235942,0.336684
79.225,0.044268,1.235544,0.336062
79.233333,0.044704,1.235091,0.335349
79.241667,0.045153,1.234539,0.334755
79.25,0.045631,1.23389,0.334244
79.258333,0.046103,1.23316,0.333763
79.266667,0.04661,1.232311,0.333298
79.275,0.047212,1.231386,0.332977
79.283333,0.047805,1.23045,0.332784
79.291667,0.048442,1.229438,0.332661
79.3,0.049199,1.228396,0.33256
79.308333,0.050063,1.227436,0.332585
79.316667,0.050948,1.226452,0.33274
79.325,0.051835,1.225533,0.33308
79.333333,0.052756,1.224796,0.33349
79.341667,0.053763,1.224186,0.333992
79.35,0.0548,1.223656,0.334517
79.358333,0.055874,1.223228,0.335113
79.366667,0.057008,1.222849,0.335799
79.375,0.058109,1.222512,0.336585
79.383333,0.059223,1.222207,0.337517
79.391667,0.060401,1.221905,0.338621
79.4,0.061632,1.221623,0.33971
79.408333,0.062937,1.221293,0.340995
79.416667,0.064346,1.220867,0.342462
79.425,0.065834,1.220405,0.343995
79.433333,0.067406,1.219937,0.345684
79.441667,0.069088,1.219583,0.347346
79.45,0.070829,1.21925,0.34908
79.458333,0.072531,1.219076,0.350625
79.466667,0.07404,1.219029,0.352116
79.475,0.075436,1.219181,0.353414
79.483333,0.076655,1.219541,0.354341
79.491667,0.077592,1.219951,0.355013
79.5,0.078229,1.220473,0.355382
79.508333,0.078671,1.221035,0.355554
79.516667,0.078889,1.221495,0.355482
79.525,0.078907,1.221911,0.355249
79.533333,0.078765,1.222271,0.354895
79.541667,0.078578,1.222541,0.354493
79.55,0.078452,1.222769,0.353934
79.558333,0.078381,1.22297,0.353208
79.566667,0.07851,1.223115,0.352503
79.575,0.078911,1.223268,0.3517
79.583333,0.079411,1.223514,0.35091
79.591667,0.080039,1.223831,0.350308
79.6,0.080786,1.224262,0.349734
79.608333,0.081461,1.224837,0.349237
79.616667,0.082129,1.225477,0.348826
79.625,0.082663,1.226161,0.348387
79.633333,0.083084,1.226864,0.347953
79.641667,0.083301,1.227559,0.347406
79.65,0.083423,1.228101,0.346817
79.658333,0.083454,1.228561,0.346136
79.666667,0.083328,1.228854,0.345474
79.675,0.083122,1.229077,0.344662
79.683333,0.082888,1.229161,0.343868
79.691667,0.082662,1.229111,0.342989
79.7,0.082459,1.228938,0.342088
79.708333,0.082254,1.228666,0.341228
79.716667,0.082095,1.228322,0.340319
79.725,0.081967,1.228015,0.339468
79.733333,0.0819,1.227622,0.338748
79.741667,0.081841,1.227221,0.337978
79.75,0.081833,1.226856,0.337219
79.758333,0.081826,1.226511,0.336531
79.766667,0.081805,1.226201,0.335958
79.775,0.081739,1.22587,0.335466
79.783333,0.081642,1.225508,0.335034
79.791667,0.081495,1.225166,0.334652
79.8,0.081299,1.224774,0.334354
79.808333,0.081066,1.224399,0.334098
79.816667,0.08087,1.223943,0.333836
79.825,0.080691,1.223444,0.333619
79.833333,0.080468,1.222929,0.333448
79.841667,0.080167,1.222389,0.333339
79.85,0.079785,1.22188,0.333283
79.858333,0.079293,1.221293,0.333341
79.866667,0.078609,1.220695,0.333473
79.875,0.077813,1.220109,0.333703
79.883333,0.07687,1.219508,0.333965
79.891667,0.075754,1.218951,0.334353
79.9,0.07449,1.218469,0.334812
79.908333,0.073023,1.218033,0.335511
79.916667,0.071428,1.217692,0.336311
79.925,0.069773,1.217519,0.337274
79.933333,0.067951,1.217481,0.338517
79.941667,0.066066,1.217596,0.339925
79.95,0.064071,1.217865,0.341431
79.958333,0.062046,1.218218,0.342962
79.966667,0.059904,1.218669,0.344396
79.975,0.057824,1.21916,0.345814
79.983333,0.055729,1.21977,0.347103
79.991667,0.053779,1.220429,0.348269
80.0,0.051934,1.221117,0.349301
80.008333,0.050255,1.221765,0.350303
80.016667,0.048735,1.222393,0.351158
80.025,0.047449,1.222956,0.351897
80.033333,0.04627,1.223429,0.352556
80.041667,0.045413,1.223791,0.353033
80.05,0.044592,1.224112,0.353386
80.058333,0.044001,1.224373,0.353484
80.066667,0.04354,1.224542,0.35344
80.075,0.043098,1.224671,0.353271
80.083333,0.042671,1.224781,0.352957
80.091667,0.042151,1.224961,0.352537
80.1,0.041569,1.225264,0.352037
80.108333,0.040899,1.225758,0.351512
80.116667,0.040111,1.226426,0.350855
80.125,0.039297,1.227346,0.350078
80.133333,0.038459,1.228324,0.349304
80.141667,0.037596,1.22945,0.34847
80.15,0.036884,1.230571,0.347654
80.158333,0.036267,1.231784,0.346718
80.166667,0.035768,1.232962,0.345931
80.175,0.035371,1.234077,0.345134
80.183333,0.035184,1.23513,0.344243
80.191667,0.035049,1.236061,0.343457
80.2,0.03506,1.236781,0.342647
80.208333,0.035172,1.237444,0.341665
80.216667,0.035423,1.237878,0.340846
80.225,0.035767,1.238223,0.339838
80.233333,0.036224,1.238413,0.338939
80.241667,0.036699,1.238538,0.338061
80.25,0.037227,1.238575,0.337191
80.258333,0.03777,1.238584,0.336378
80.266667,0.038295,1.238543,0.335512
80.275,0.038795,1.238494,0.334793
80.283333,0.039286,1.238407,0.334108
80.291667,0.039732,1.238269,0.333446
80.3,0.040113,1.238126,0.332841
80.308333,0.040495,1.237924,0.33222
